"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Enhancing EEG-based emotion recognition using Semi-supervised Co-training Ensemble Learning","R. Y. Hui Min; A. Aung Phyo Wai","School of Computing, National University of Singapore, Singapore, Singapore; Center for Brain Computing Research, School of Computer Science and Engineering, Nanyang Technological University, Singapore, Singapore",2024 IEEE Conference on Artificial Intelligence (CAI),"30 Jul 2024","2024","","","494","499","Emotion recognition based on Brain-Computer Interface is crucial in deepening our understanding of humans’ emotions and decision-making process. The enhanced precision in emotion measurement allows for more rigorous analysis of mental disorders and therapy effectiveness. Our method aims to solve two challenges in this field. First, existing models’ features often fail to comprehensively capture the multiple dimensions of information in EEG signals, like temporal or frequency domains. We propose two models: a CNN model trained on temporal features and a DNN model trained on differential entropy features, and ensemble their predictions with weighted voting. Second, labels can be uncertain, where data is unconfidently labelled. This is due to emotions’ subjectivity causing a lack of clear ground truth in EEG. The proposed method aims to mitigate this by using a semisupervised method that utilises data with uncertain labels as unlabelled data. Co-training is used to allow the two models to learn from each other. Our combined model achieves higher accuracy than temporal and spectral models by 8.51% and 6.87% respectively for the SEED dataset. For the MER dataset, its accuracy outperforms temporal and spectral models by 24.96% and 2.70% respectively for arousal classification, and 11.18% and 49.21% respectively for valence classification.","","979-8-3503-5409-6","10.1109/CAI59869.2024.00099","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10605283","Brain-Computer Interface;Emotion recognition;Semi-supervised learning;Ensemble learning;Multiview learning;Deep learning","Training;Emotion recognition;Accuracy;Mental disorders;Predictive models;Brain modeling;Electroencephalography","","","","33","IEEE","30 Jul 2024","25-27 June 2024","25-27 June 2024","IEEE","IEEE Conferences"
"End-to-End Tri-Modal Deep Learning for Cognitive Load: CNN-BiLSTM EEG, CNN-LSTM Physiology, and Dense Gaze Fusion on CLARE","J. Rajesh; G. Agarwal; T. Dwivedi; S. Tiwari","School of Computer Science and Engineering Galgotias University, Greater Noida, India; School of Computer Science and Engineering Galgotias University, Greater Noida, India; School of Computer Science and Engineering Galgotias University, Greater Noida, India; Vikramaditya Group of Institutions, Bhopal, India","2026 International Conference on Intelligent Systems in Engineering, Secured Systems and Cybersecurity (ICISESSC)","4 Jun 2026","2026","","","325","329","Managing cognitive load is central to designing adaptive human-computer interaction - particularly in contexts where personalized learning must respond to individual user needs, or where system reliability is nonnegotiable in safety-critical environment. This paper presents a real-time multimodal deep-learn configuration that attracts EEG, peripheral physiological signals and gaze information to determine the mental workload of someone. Much of the work in the past only focuses on one modality or merges features naively and this is simply all that makes the models weak and fails to take advantage of cross-modality. In the combination of modelling the brain activity, autonomic arousal and visual attention, there is a far better signal of cognitive-load in our system. The architecture can be thought of as dividing the data types into distinct deep subnetworks, namely, an encoder consisting of CNN-BiLSTM (when applied to EEG) and a CNNLSTM combo with a pair of plain fully-connected layers (when applied to the gaze features). These are then combined with cross-modal attention which balances out each modality on the fly rather than simply overlaying them. This will enable the model to concentrate on what is important at a specific time. We tested and trained the network with a publicly available multimodal dataset in which the protocol is subject independent and real-time sliding-window labelling. The experiments demonstrate that trimodal fusion including attention is significant in comparison to unimodal and bi-modal baseline, emphasizing the effectiveness of the offered approach to adaptive interactive systems in reality.","","979-8-3315-8084-1","10.1109/ICISESSC68634.2026.11542681","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11542681","","Modeling;Electroencephalography;Printing;Loading;Cognitive load;Equations;Accuracy;Deep learning;Tagging;Timing","","","","25","IEEE","4 Jun 2026","9-10 April 2026","9-10 April 2026","IEEE","IEEE Conferences"
"Deep Spatio-Temporal Mutual Learning for EEG Emotion Recognition","W. Ye; X. Li; H. Zhang; Z. Zhu; D. Li","School of Information Science and Engineering, East China University of Science and Technology, Shanghai, China; School of Information Science and Engineering, East China University of Science and Technology, Shanghai, China; School of Information Science and Engineering, East China University of Science and Technology, Shanghai, China; School of Information Science and Engineering, East China University of Science and Technology, Shanghai, China; School of Information Science and Engineering, East China University of Science and Technology, Shanghai, China",2022 International Joint Conference on Neural Networks (IJCNN),"30 Sep 2022","2022","","","1","8","EEG emotion recognition is an essential area of brain-computer interface(BCI). Because of the low signal-to-noise ratio (SNR) and the uncertainty of the relationship between channels, it is arduous to mine the spatial and temporal information of EEG, especially through a single data representation method. Nowadays, several studies have applied knowledge distillation to the field of emotion recognition. However, traditional knowledge distillation requires a more powerful teacher model, which is time-consuming and needs massive storage space. In order to solve the above problems, in this paper, we propose a novel deep spatio-temporal mutual learning architecture named MLBNet for EEG emotion recognition, which is composed of temporal biased feature learner and spatial biased feature learner. The two components can learn well from chain-like data and matrix-like data respectively, and are trained collaboratively to mimic the predicted probability of each other. By the proposed architecture, we can improve the performance of EEG emotion recognition simply and effectively. To evaluate the validity of proposed method, we performed subject-dependent binary-class and four-class emotion identification tasks on DEAP dataset. The average result of the 10-fold cross-validation is considered as the final result. The MLBNet achieves 98.72% accuracy on valence and 98.85% accuracy on arousal respectively, and 98.32% accuracy on four-class classification tasks. To our best knowledge, our model demonstrates a better performance than the state-of-the-art models with the identical settings.","2161-4407","978-1-7281-8671-9","10.1109/IJCNN55064.2022.9892816","National Key Research and Development Program of China(grant numbers:2021YFC2701800); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9892816","EEG emotion recognition;Deep mutual learning;Spatio-temporal Features;Attention Mechanism;Residual Convolutional Neural Network","Emotion recognition;Uncertainty;Neural networks;Brain modeling;Electroencephalography;Brain-computer interfaces;Convolutional neural networks","","3","","28","IEEE","30 Sep 2022","18-23 July 2022","18-23 July 2022","IEEE","IEEE Conferences"
"Machine Learning Models Trained in a Low-Dimensional Latent Space for Epileptogenic Zone (EZ) Localization","S. H. Wang; M. Marzulli; G. Arnulfo; L. Nobili; S. Palva; J. M. Palva; P. Ciuciu","CEA/NeuroSpin, MIND/Inria; France, Helsinki University, Finland; Université Paris Cité, CEA/NeuroSpin; MIND/Inria, Paris, France; University of Genoa, Genoa, Italy; University of Genoa, Genoa, Italy; Helsinki University, Oulu University, Helsinki, Finland; Aalto University, Helsinki University, Helsinki, Finland; CEA/NeuroSpin; MIND/Inria, Gif-sur-Yvette, France",2024 32nd European Signal Processing Conference (EUSIPCO),"23 Oct 2024","2024","","","1586","1590","Identifying the epileptogenic zone (EZ) for epilepsy surgery is challenging because each patient's EZ represents a unique complex network. This network may include overlapping pathological brain tissues exhibiting high-dimensional (D) features. Having high-D features, however, could lead to problems when training machine learning (ML) models for automated EZ-localization. We posited that, albeit exhibiting high-D features, epileptogenicity of the EZ, as a construct, ought to have a low-D embedding that can be defined by a gradient from low to high seizure risk. We proposed a two-step approach involving dimensionality reduction for feature-selection in a low-D latent space and subsequent training of unsupervised ML models for a consensus classification of clinically defined seizure-zone (SZ). We extracted hundreds of raw electrophysiological features from brain regions using interictal resting-state stereo-electroencephalography (SEEG). These raw features were then reduced to ten eigen-features capable of differentiating the SZ. We next trained two ML algorithms using these eigen-features to identify the SZ. Across a broad parameter space, the algorithms converged on a consensus seizure-risk mode in the eigen-feature space. This resting-SEEG derived risk model showed cross-domain validity for characterizing epileptogenicity in sleep-SEEG from a patient with different pathological substrates, thereby offering preliminary evidence to support our low-D epileptogenicity proposal.","2076-1465","978-9-4645-9361-7","10.23919/EUSIPCO63174.2024.10715112","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10715112","","Training;Pathology;Signal processing algorithms;Epilepsy;Surgery;Signal processing;Brain modeling;Feature extraction;Proposals;Substrates","","2","","20","","23 Oct 2024","26-30 Aug. 2024","26-30 Aug. 2024","IEEE","IEEE Conferences"
"Mental Fatigue Classification with High-Density Diffuse Optical Tomography: A Feasibility Study","J. Chen; Y. Xia; A. Thomas; T. Carlson; H. Zhao","Division of Surgery and Interventional Science, UCL, HUB of Intelligent Neuro-Engineering (HUBIN), CREATe, Stanmore, UK; Division of Surgery and Interventional Science, UCL, HUB of Intelligent Neuro-Engineering (HUBIN), CREATe, Stanmore, UK; Division of Surgery and Interventional Science, UCL, HUB of Intelligent Neuro-Engineering (HUBIN), CREATe, Stanmore, UK; Division of Surgery and Interventional Science, UCL, Aspire CREATe, Stanmore, UK; Division of Surgery and Interventional Science, UCL, HUB of Intelligent Neuro-Engineering (HUBIN), CREATe, Stanmore, UK",2024 46th Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC),"17 Dec 2024","2024","","","1","5","High-Density Diffuse Optical Tomography (HD-DOT) presents as a promising tool for not only clinical use but also daily monitoring of mental states. This study employed wearable HD-DOT to evaluate mental fatigue, specifically examining the differences in functional near-infrared spectroscopy (fNIRS) data between states of low and high fatigue among healthy participants for data collection. Data processing involved filtering, channel selection, and dimensionality reduction through Uniform Manifold Approximation (UMAP) and Projection, followed by classification using Support Vector Machines (SVM). We developed two models to assess the accuracy and generalizability of our findings: one based on individually tailored models and another employing a leave-one-participant-out cross-validation strategy. We evaluated different kernel functions, resulting in various accuracy, F1 score, and Area Under the Curve (AUC) metrics. The study achieved an average accuracy of approximately 90% for participant-specific classifiers, underscoring the effectiveness of our approach to differentiate between low and high states of mental fatigue. Our analyses led to a robust model demonstrating high classification accuracy, proving its suitability and potential for real-time Brain-Computer Interface (BCI) applications.","2694-0604","979-8-3503-7149-9","10.1109/EMBC53108.2024.10782566","Royal Society; Engineering and Physical Sciences Research Council; European Research Council; Wellcome Trust; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10782566","Mental Fatigue;Brain-Computer Interface;High-Density Functional Near-Infrared Spectroscopy;Diffuse Optical Tomography;Support Vector Machines","Optical filters;Support vector machines;Accuracy;Biomedical optical imaging;Tomography;Fatigue;Vectors;Real-time systems;Functional near-infrared spectroscopy;Monitoring","Humans;Tomography, Optical;Feasibility Studies;Mental Fatigue;Support Vector Machine;Spectroscopy, Near-Infrared;Male;Adult;Female","1","","27","IEEE","17 Dec 2024","15-19 July 2024","15-19 July 2024","IEEE","IEEE Conferences"
"EEG-based Emotion Recognition using Crystal Graph Convolutional Neural Networks with Functional Connectivity and Spatial-Frequency Features","X. Wu; A. Wong; B. K. Ng; C. -T. Lam","Faculty of Applied Sciences, Macao Polytechnic University, Macao, China; Faculty of Applied Sciences, Macao Polytechnic University, Macao, China; Faculty of Applied Sciences, Macao Polytechnic University, Macao, China; Faculty of Applied Sciences, Macao Polytechnic University, Macao, China",2023 9th International Conference on Computer and Communications (ICCC),"30 Apr 2024","2023","","","1445","1450","Convolutional neural networks (CNN) have achieved promising performance in EEG-based Emotion Recognition. However, CNNs focus more on learning local features from regular Euclidean data rather than global features. Recently, graph neural networks (GNN) have received much attention in EEG-based emotion recognition because it can handle both local and global features. The proposed functional connectivity and spatial-frequency feature graph neural networks (FCSF-GNN) can handle both local and global features by combining dynamic functional connectivity between different electroencephalogram (EEG) channels and fixed spatial information (physical connectivity). Experimental results show that the proposed method achieves better recognition performance than the state-of-the-art methods in the DEAP dataset. For the tasks of valence and arousal recognition, the proposed method (using 32 channels) achieves the average accuracy of 96.80% and 96.90%, precision of 96.44% and 97.51%, recall of 96.37% and 97.20%, and f1 scores of 96.36% and 97.33%, respectively. Meanwhile, with only about 30%(using 10 channels) of the EEG channels retained, the method achieved an average accuracy of 97.21% and 96.93%, precision of 97.31% and 97.55%, recall of 96.35% and 97.29%, and f1 scores of 96.78% and 97.39%, respectively.","2837-7109","979-8-3503-1725-1","10.1109/ICCC59590.2023.10507484","Beijing Normal University; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10507484","Graph Neural Networks (GNN);Functional Connectivity;Spatial-frequency information;Multi-dimension feature edge","Training;Emotion recognition;Analytical models;Computational modeling;Crystals;Brain modeling;Electroencephalography","","","","25","IEEE","30 Apr 2024","8-11 Dec. 2023","8-11 Dec. 2023","IEEE","IEEE Conferences"
"A review on human factors in maritime transportation using seafarers' physiological data","S. Fan; X. Yan; J. Zhang; J. Wang","School of Energy and Power Engineering, National Engineering Research Centre for Water Transport Safety, Wuhan, China; Intelligent Transport Systems Research Centre, Wuhan University of Technology National Engineering Research Center for Water Transport Safety, Wuhan, China; Intelligent Transport Systems Research Centre, Wuhan University of Technology National Engineering Research Centre for Water Transport Safety, Wuhan, China; Department of Maritime and Mechanical Engineering, Liverpool John Moores University Liverpool, United Kingdom",2017 4th International Conference on Transportation Information and Safety (ICTIS),"21 Sep 2017","2017","","","104","110","Human failure is one of the dominant causes of maritime accidents. However, the relationship between seafarers' operations and mental workload remains largely unclear. It is meaningful to investigate it based on the analysis of seafarers' physiological data when on duty. For this purpose, a preliminary study on this subject is carried out. Research techniques of human factors related to neurophysiological measurements are analyzed in the context of ship operators' behaviors. It suggests that a coherent sequence of changes on Electroencephalogram (EEG) and Near-Infrared Spectroscopy (NIFS) signals exists during the transition from different sorts of human factor concepts. The objective of the review is to summarise human factors in maritime, and on how particular neurophysiological features could be utilized in human factor concepts of “mental workload”, “attention”, “fatigue”, etc. Operators' performance can be evaluated based on the fluctuations in physiological data. By these findings, future research on human factors in maritime would focus on quantitative methods to mine physiological data collected by devices, to optimise the crew training system based on simulators. One of the most important subjects is to identify the human failures, to optimize mission assignment, and to reduce the possibility of maritime accidents with seafarers' physiological data.","","978-1-5386-0437-3","10.1109/ICTIS.2017.8047751","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8047751","maritime transportation;human factors;mental workload;physiological state","Human factors;Safety;Accidents;Physiology;Electroencephalography;Transportation;Biomedical monitoring","","9","","38","IEEE","21 Sep 2017","8-10 Aug. 2017","8-10 Aug. 2017","IEEE","IEEE Conferences"
"Determination of Optimal Frequency Band Features in Electroencephalogram Signal Using Bandpass Filter for Emotion Recognition","A. D. Darmawati; I. M. A. Wirawan; I. M. G. Sunarya","Master of Computer Science Depart., Universitas Pendidikan Ganesha, Singaraja-Bali, Indonesia; Master of Computer Science Depart., Universitas Pendidikan Ganesha, Singaraja-Bali, Indonesia; Master of Computer Science Depart., Universitas Pendidikan Ganesha, Singaraja-Bali, Indonesia",2025 7th International Conference on Cybernetics and Intelligent System (ICORIS),"22 Dec 2025","2025","","","1","6","Electroencephalogram based emotion recognition is an essential aspect in the development of human-computer interaction systems that are adaptive to the user's emotional state. Electroencephalogram signals consist of several component frequency bands. Not all frequency bands significantly influence emotional responses; therefore, selecting the optimal band is crucial for enhancing classification accuracy. This study utilizes secondary data from the DEAP dataset to examine the impact of filter order and classification method on emotion recognition accuracy. Preprocessing was performed using the butterworth algorithm, specifically 2nd and 4th order bandpass filters, to reduce noise and retain relevant signal components. Features are extracted using the differential entropy with baseline technique reduction. Two classification methods were applied, namely artificial neural network and support vector machine learning, to identify emotions based on electroencephalogram band frequencies. The results show that the combination of theta, alpha, beta, and gamma bands produces the best performance in distinguishing high and low conditions in the arousal and valence dimensions. The highest accuracy was achieved by the artificial neural network method with a 4th-order filter, namely 95.37% for arousal and 94.52% for valence. These findings emphasize the importance of selecting filter orders and classification methods in improving the performance of electroencephalogram-based emotion recognition systems.","","979-8-3315-5404-0","10.1109/ICORIS67789.2025.11296038","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11296038","electroencephalogram;emotion recognition;frequency band;butterworth bandpass filter;brain-computer interface","Band-pass filters;Support vector machines;Emotion recognition;Time-frequency analysis;Accuracy;Machine learning algorithms;Noise;Artificial neural networks;Feature extraction;Electroencephalography","","","","31","IEEE","22 Dec 2025","12-13 Sept. 2025","12-13 Sept. 2025","IEEE","IEEE Conferences"
"Effects of action observation training on brain network efficency during motor tasks","M. Corda; A. Calcagno; S. Coelli; F. Temporiti; R. Gatti; M. Galli; A. M. Bianchi","Dipartimento di Elettronica Informazione e Bioingegneria (DEIB), Politecnico di Milano, Milan, Italy; Dipartimento di Elettronica Informazione e Bioingegneria (DEIB), Politecnico di Milano, Milan, Italy; Dipartimento di Elettronica Informazione e Bioingegneria (DEIB), Politecnico di Milano, Milan, Italy; Physiotherapy Unit, Humanitas Clinical and Research Center - IRCCS, Milan, Italy; Physiotherapy Unit, Humanitas Clinical and Research Center - IRCCS, Milan, Italy; Dipartimento di Elettronica Informazione e Bioingegneria (DEIB), Politecnico di Milano, Milan, Italy; Dipartimento di Elettronica Informazione e Bioingegneria (DEIB), Politecnico di Milano, Milan, Italy",2024 IEEE 22nd Mediterranean Electrotechnical Conference (MELECON),"30 Jul 2024","2024","","","1224","1229","Motor skills, such as manual dexterity, are the result of complex cognitive processes that rely on the activation and interaction of distributed brain networks. The acquisition and improvement of motor skills seems to be associated with the increased efficiency and organization changes of such networks. Therefore, motor training aimed at the acquisition, improvement or recovery of a specific skill should involve the modulation of brain circuits and activity. In this study, we present an EEG-based functional connectivity analysis to evaluate the neurophysiological effects of action observation training (AOT) on healthy volunteers, specifically designed to improve manual dexterity. Precisely, we tested three groups of participants before and after three weeks of training: a group that received AOT in the morning, a group that received AOT just before bedtime, and a control group that received a sham intervention. Using network descriptors defined by graph theory (i.e., degree, modularity, and global efficiency), we observed changes in network organization between resting state and motor execution, and between pre- and post-training in the AOT groups. Specifically, an evident but not significant increase in global efficiency for sensorimotor rhythms was observed in the group performing AOT before sleep time, while no changes were observed for controls. These results therefore suggest a possible effect of AOT on functional networks organization.","2158-8481","979-8-3503-8702-5","10.1109/MELECON56669.2024.10608777","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10608777","EEG;brain connectivity;action observation","Training;Sleep;Cognitive processes;Circuits;Modulation;Organizations;Manuals","","","","27","IEEE","30 Jul 2024","25-27 June 2024","25-27 June 2024","IEEE","IEEE Conferences"
"Enhanced EEG Signal Analysis for Multilevel Emotion Recognition Using Deep Learning","T. Narayanan; T. S; V. E","School of Computing, Sathyabama Institute of Science and Technology, Chennai, Tamil Nadu, India; School of Computing, Sathyabama Institute of Science and Technology, Chennai, Tamil Nadu, India; School of Computing, Sathyabama Institute of Science and Technology, Chennai, Tamil Nadu, India","2026 International Conference on Communication, Computing and Emerging Technologies (IC3ET)","9 Apr 2026","2026","","","582","587","EEG-based emotion recognition has shown promise for broad affective states, yet current systems often miss subtle emotional nuances. This study introduces a multilevel analysis framework that classifies both primary emotion categories and their intensity levels by analysing spectral and temporal EEG dynamics. The proposed approach uses hybrid deep learning models-CNN-LSTM, standalone LSTM to jointly capture spatial dependencies and time-varying patterns. The workflow integrates robust preprocessing, frequency-time feature construction, and a hierarchical classification mechanism for detecting fine variations in arousal and valence. Using the DEAP dataset with a subject-adaptive testing protocol, the system shows improved identification of fine-grained emotional differences compared to single-level classifiers [14], [15]. Real-time evaluation with sliding-window inference demonstrates low latency suitable for continuous monitoring. We also discuss deployment considerations, including optimisation strategies, model compression, and personalised calibration. Overall, results indicate that the framework is appropriate for mental health monitoring, responsive human-computer interfaces, and other affective computing applications requiring detailed emotion profiling.","","979-8-3315-8105-3","10.1109/IC3ET64989.2026.11467240","School of Computing; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11467240","EEG;emotion recognition;deep learning;CNN-LSTM;LSTM;hierarchical emotion analysis;DEAP;feature modelling;real-time systems","Feeds;Antennas;Filtering;Filters;Neurofeedback;Feedback;Circuits and systems;Protocols;Telecommunication computing;Telecommunications","","","","18","IEEE","9 Apr 2026","9-10 Feb. 2026","9-10 Feb. 2026","IEEE","IEEE Conferences"
"An investigation of annotation smoothing for EEG-based continuous music-emotion recognition","N. Thammasan; K. -i. Fukui; M. Numao","Graduate School of Information Science and Technology, Osaka University, Osaka, Japan; Institute of Scientific and Industrial Research (ISIR), Osaka University, Osaka, Japan; Institute of Scientific and Industrial Research (ISIR), Osaka University, Osaka, Japan","2016 IEEE International Conference on Systems, Man, and Cybernetics (SMC)","9 Feb 2017","2016","","","003323","003328","As emotional responses of a human to stimuli could evolve over the course of time, continuous emotion reporting is essential for the construction of a computational model to capture the temporal evolution of the human emotions. However, continuous emotion assessment is confronting various challenges, especially when using the continuous arousal-valence space. Manipulating emotion annotation data prior to performing emotion recognition is, therefore, necessary. In this paper, we present a study of applying three different signal filtering techniques to smooth annotation data; moving average filter, Savitzky-Golay filter, and median filter. We performed experiments of arousal and valence recognition in music listening tasks employing signals from electroencephalogram (EEG). Fractal dimension approach was adopted to extract informative features from brain dynamics and emotional states were then derived by classification and regression techniques. Our empirical results suggested the promise of the moving average filter that could enhance the performance of emotion classifying and tracking.","","978-1-5090-1897-0","10.1109/SMC.2016.7844747","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7844747","","Emotion recognition;Electroencephalography;Feature extraction;Smoothing methods;Distance measurement;Brain modeling;Delays","","12","","21","IEEE","9 Feb 2017","9-12 Oct. 2016","9-12 Oct. 2016","IEEE","IEEE Conferences"
"Classifying Oscillatory Signatures of Expert vs NonExpert Meditators","P. Pandey; K. Prasad Miyapuram","Computer Science & Engineering, Indian Institute of Technology, Gandhinagar, Gujarat, India; Center for Cognitive and Brain Sciences, Indian Institute of Technology, Gandhinagar, Gujarat, India",2020 International Joint Conference on Neural Networks (IJCNN),"28 Sep 2020","2020","","","1","7","EEG oscillatory correlates of expert meditators have been studied in the time-frequency domain. Machine Learning techniques are required to expand the understanding of oscillatory signatures. In this work, we propose a methodological pipeline to develop machine learning models for the classification between expert and nonexpert meditative state. We carried out this study utilizing the online repository consisting of EEG dataset of 24 meditators that categorized as 12 experts and 12 nonexperts meditators. The pipeline consists of four stages that include feature engineering, machine learning classifiers, feature selection, and visualization. We decomposed signals using five wavelet families consisting of Haar, Biorthogonal(1.3-6.8), Daubechies( orders 2-10), Coiflet(orders 1-5), and Symlet(2-8), followed by feature extraction using relative entropy and power. We classified the meditative state between expert and non-expert meditators employing twelve classifiers to build machine learning models. Wavelet coefficients d8 shows the maximum classification accuracy in all the wavelet families. Wavelet orders Bior3.5 and Coif3 produce the maximum classification performance with the detail coefficient d8 using relative power. We have successfully classified the meditative state between expert and non-expert with 100% accuracy using d5,d6,d7,d8,a8 coefficients. Multi-Layer Perceptron and Quadratic Discriminant Analysis attain the highest accuracy. We have figured out the most discriminating channels during classification and reported 20 channels involving frontal, central and parietal regions. We plot the high dimensional structure of data by utilizing two feature reduction techniques PCA and t-SNE.","2161-4407","978-1-7281-6926-2","10.1109/IJCNN48605.2020.9207340","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9207340","Meditation;Wavelet Decomposition;Feature Extraction;Classifiers;Machine Learning;Data Visualization","Feature extraction;Machine learning;Electroencephalography;Pipelines;Entropy;Wavelet transforms;Time-frequency analysis","","11","","28","IEEE","28 Sep 2020","19-24 July 2020","19-24 July 2020","IEEE","IEEE Conferences"
"EEG-based Characterization and Classification of Severity for the Diagnosis of Post-Traumatic Stress Disorder (PTSD)","J. A. Cruz; J. C. Marquez; A. M. Mendoza; J. I. Reyes; V. C. Tango; S. V. Prado","Department of Electronics Engineering, Faculty of Engineering, University of Santo Tomas, Manila, Philippines; Department of Electronics Engineering, Faculty of Engineering, University of Santo Tomas, Manila, Philippines; Department of Electronics Engineering, Faculty of Engineering, University of Santo Tomas, Manila, Philippines; Department of Electronics Engineering, Faculty of Engineering, University of Santo Tomas, Manila, Philippines; Department of Electronics Engineering, Faculty of Engineering, University of Santo Tomas, Manila, Philippines; Department of Electronics Engineering, Faculty of Engineering, University of Santo Tomas, Manila, Philippines",2023 5th International Conference on Bio-engineering for Smart Technologies (BioSMART),"3 Jul 2023","2023","","","1","7","Post-Traumatic Stress Disorder (PTSD) is a complex syndrome that may occur after overwhelming circumstances frequently involving threatened death or injury that consist of intrusive nightmares, an emotional numbing, a constant state of high arousal, and avoidance of recurring events. However, PTSD severity can vary depending on the traditional methods that the patient conducted. Today, neuropsychiatrists and related professions typically pair electroencephalography (EEG) usage with clinicians’ standard, subjective clinical assessments and patients’ self-reports for diagnostic specificity for PTSD treatment. In this study, we attempted to characterize the significant features and potential biomarkers that can quantify the severity of a patient based on its recorded electrical brain activity on EEG. We trained machine-learning models, specifically Artificial Neural Networks (ANN) and Support Vector Machines (SVM), that can classify the PTSD severity of nine (9) study volunteers using the extracted features from the EEG signals. Results show that the most significant discriminative features were extracted from: (1) the frontocentral site (i.e., FCz electrode); (2) the right frontocentral site (i.e., FC4 electrode); and (3) the left parietal site (i.e., P3 electrode), described by the zero crossing rates, fractal dimensions, and beta-alpha ratios. It can be shown that PTSD severity increases as activity in these regions increases. Furthermore, the trained ANN only required one hidden layer with ten neurons for effective classification, while SVM required a third-order cubic polynomial of its kernel function. After training and testing, results show a testing accuracy of 97.75% for ANN and 99.07% for SVM. Thus, our proposed systems were able to accurately classify the severity of PTSD.","2831-4352","979-8-3503-3849-2","10.1109/BioSMART58455.2023.10162084","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10162084","post-traumatic stress disorder;severity;electroencephalography;machine learning;artificial neural network;support vector machine","Support vector machines;Electrodes;Training;Artificial neural networks;Machine learning;Brain modeling;Feature extraction","","4","","38","IEEE","3 Jul 2023","7-9 June 2023","7-9 June 2023","IEEE","IEEE Conferences"
"Using Contrastive Learning to Inject Domain-Knowledge Into Neural Networks for Recognizing Emotions","G. Gagliardi; A. L. Alfeo; V. Catrambone; M. G. C. A. Cimino; M. De Vos; G. Valenza","Department of Information Engineering, University of Pisa, Pisa, Italy; Department of Information Engineering, University of Pisa, Pisa, Italy; Department of Information Engineering, University of Pisa, Pisa, Italy; Department of Information Engineering, University of Pisa, Pisa, Italy; Dept. of Electrical Engineering, KU Leuven, Belgium; Department of Information Engineering, University of Pisa, Pisa, Italy",2023 IEEE Symposium Series on Computational Intelligence (SSCI),"1 Jan 2024","2023","","","1587","1592","With application contexts ranging from psychophysiology to neuromarketing, electroencephalography (EEG)-based emotion recognition is a fundamental technology for affective computing. In this context, EEG signals can be processed via artificial neural networks (NNs) to achieve accurate recognition of users' emotions. Still, NNs are rarely employed in real-world decision-making processes, since their internal model works as a hardly trustable black box. A NN $\mathbf{s}$ reasoning can be explained in a human-comprehensible manner by exploring its latent space to understand if some domain knowledge is actually represented and exploited for the classification. Those approaches assume that a trained NN autonomously organizes its latent space according to some domain concepts to process the data via human-like reasoning. However, there is no guarantee that such an assumption holds, since the latent space is not built for this aim. On the other hand, forcing the organization of the latent space (e.g. via contrastive learning) can result in poor recognition performances due to information loss. To guarantee great recognition performances and provide a domain-knowledge-driven organization of NNs' latent space, we combine the well-known training procedure based on a categorical cross-entropy loss with a supervised contrastive learning approach for continuous values labels. The proposed approach (i) enables the explanation of NN's reasoning in terms of the importance of high-level domain concepts in the final classification, and (ii) results in a recognition performance comparable to or better than the one achieved via an approach based solely on maximizing recognition. The proposed approach is tested on the publicly available MAHNOB dataset.","2472-8322","978-1-6654-3065-4","10.1109/SSCI52147.2023.10371895","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10371895","Terms-eXplainable Artificial Intelligence;Neural Networks;Affective Computing;Informed Machine Learning;Contrastive Learning","Knowledge engineering;Emotion recognition;Decision making;Artificial neural networks;Organizations;Cognition;Electroencephalography","","4","","24","IEEE","1 Jan 2024","5-8 Dec. 2023","5-8 Dec. 2023","IEEE","IEEE Conferences"
