"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"A Unified Physiological Signal Interaction Network for Cross-Dataset Emotion Recognition","Z. Cai; H. Gao; M. Wu; J. Li; C. Liu","State Key Laboratory of Digital Medical Engineering, School of Instrument Science and Engineering, Southeast University, Nanjing, China; State Key Laboratory of Digital Medical Engineering, School of Instrument Science and Engineering, Southeast University, Nanjing, China; Institute for Infocomm Research, A*STAR, Singapore; Key Laboratory of Clinical and Medical Engineering, School of Biomedical Engineering and Informatics, Nanjing Medical University, Nanjing, China; State Key Laboratory of Digital Medical Engineering, School of Instrument Science and Engineering, Southeast University, Nanjing, China",IEEE Transactions on Cognitive and Developmental Systems,"9 Dec 2025","2025","17","6","1447","1460","Emotion recognition remains a challenging yet essential task in affective computing, spanning fields from psychology to human-computer interaction. This study introduces a novel approach to improve emotion recognition by integrating multimodal physiological signal interaction networks with graph neural networks. We explored five undirected functional connectivity methods for constructing physiologic networks: Pearson correlation coefficient, maximal information coefficient, phase-locking value, phase lag index, and time-delay stability (TDS). These methods capture the relationships between the featured waveforms from electroencephalography and peripheral signals (electrocardiography, respiration, and skin conductance). The resulting physiologic networks, combined with extracted waveform features, were fed into graph attention networks (GATs) and graph isomorphism networks (GINs) for emotion classification. Our model was trained on the DEAP dataset and tested on the MAHNOB-HCI dataset to evaluate its generalizability. The TDS-based GAT and GIN models demonstrated superior performance in recognizing arousal and valence states compared with the traditional classifiers like support vector machines, convolutional neural networks, and standard graph convolutional neural networks. Specifically, the proposed method achieved outstanding $F1$ scores of 83.38% for arousal and 82.52% for valence on cross-dataset emotion recognition. These results underscore the importance of incorporating dynamic signal coupling and multimodal physiological data to improve emotion recognition accuracy and robustness across different datasets, highlighting the potential of this approach for practical applications.","2379-8939","","10.1109/TCDS.2025.3566229","National Key Research and Development Program of China(grant numbers:2023YFC3603600); China Postdoctoral Science Foundation(grant numbers:2023M730585,2024M750444); Jiangsu Funding Program for Excellent Postdoctoral Talent(grant numbers:2023ZB812,2024ZB701); Natural Science Foundation of Jiangsu Province(grant numbers:BK20241304); Nation Research Foundation, Singapore under its AI Singapore Programme(grant numbers:AISG2-RP-2021-027); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10981612","Brain–periphery interaction;emotion recognition;physiologic network;time delay stability (TDS)","Physiology;Emotion recognition;Feature extraction;Electroencephalography;Electrocardiography;Delay effects;Brain modeling;Time-frequency analysis","","1","","46","IEEE","2 May 2025","Dec. 2025","","IEEE","IEEE Journals"
"Multi-View Consistency Contrastive Learning With Hard Positives for Sleep Signals","J. Deng; Y. Lin; X. Jin; X. Ning; J. Wang","Beijing Key Lab of Traffic Data Analysis and Mining, School of Computer and Information Technology, Beijing Jiaotong University, Beijing, China; Beijing Key Lab of Traffic Data Analysis and Mining, School of Computer and Information Technology, Beijing Jiaotong University, Beijing, China; Beijing Key Lab of Traffic Data Analysis and Mining, School of Computer and Information Technology, Beijing Jiaotong University, Beijing, China; Beijing Key Lab of Traffic Data Analysis and Mining, School of Computer and Information Technology, Beijing Jiaotong University, Beijing, China; Beijing Key Lab of Traffic Data Analysis and Mining, School of Computer and Information Technology, Beijing Jiaotong University, Beijing, China",IEEE Signal Processing Letters,"28 Aug 2023","2023","30","","1102","1106","Contrastive learning has successfully addressed the scarcity of large-scale labeled datasets, especially in the physiological time series field. Existing methods construct easy positive pairs as substitutes for ground truth based on temporal dynamics or instance consistency. Despite the potential of hard positive samples to provide richer gradient information and facilitate the acquisition of more discriminative representations, they are frequently overlooked in sampling strategies, thus constraining the classification capacity of models. In this letter, we focus on multi-view physiological signals and propose a novel hard positive sampling strategy based on the view consistency. Multi-view signals are recorded from sensors attached to different organs of human body. Additionally, we propose a Multi-View Consistency Contrastive (MVCC) learning framework to jointly extract intra-view temporal dynamics and inter-view consistency features. Experiments have been carried out on two public datasets and our method demonstrates state-of-the-art performance, achieving 83.25% and 73.37% accuracy on SleepEDF and ISRUC, respectively.","1558-2361","","10.1109/LSP.2023.3306612","Fundamental Research Funds for the Central Universities(grant numbers:2023JBMC056); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10224339","Contrastive learning;multi-view learning;sampling strategy;sleep stage","Sleep;Electrooculography;Electroencephalography;Physiology;Semantics;Loss measurement;Data augmentation","","5","","26","IEEE","18 Aug 2023","2023","","IEEE","IEEE Journals"
"PhysioSync: Temporal and Cross-Modal Contrastive Learning Inspired by Physiological Synchronization for EEG-Based Emotion Recognition","K. Cui; J. Li; Y. Liu; X. Zhang; Z. Hu; M. Wang","School of Instrument Science and Opto-Electronics Engineering, Hefei University of Technology, Hefei, China; School of Computer Science and Information Engineering, Hefei University of Technology, Hefei, China; School of Instrument Science and Opto-Electronics Engineering, Hefei University of Technology, Hefei, China; School of Computer Science and Information Engineering, Hefei University of Technology, Hefei, China; School of Computer Science and Information Engineering, Hefei University of Technology, Hefei, China; School of Computer Science and Information Engineering, Hefei University of Technology, Hefei, China",IEEE Transactions on Computational Social Systems,"2 Apr 2026","2026","13","2","1341","1354","Electroencephalography (EEG) signals provide a promising and involuntary reflection of brain activity related to emotional states, offering significant advantages over behavioral cues such as facial expressions. However, EEG signals are often noisy, affected by artifacts, and vary across individuals, complicating emotion recognition. While multimodal approaches have used peripheral physiological signals (PPS) such as galvanic skin response to complement EEG, they often overlook the dynamic synchronization and consistent semantics between the modalities. Additionally, the temporal dynamics of emotional fluctuations across different time resolutions in PPS remain underexplored. To address these challenges, we propose PhysioSync, a novel pretraining framework leveraging temporal and cross-modal contrastive learning (CM-CL), inspired by physiological synchronization phenomena. PhysioSync incorporates cross-modal consistency alignment (CM-CA) to model dynamic relationships between EEG and complementary PPS, enabling emotion-related synchronizations across modalities. Besides, it introduces long- and short-term temporal contrastive learning (LS-TCL) to capture emotional synchronization at different temporal resolutions within modalities. After pretraining, cross-resolution and cross-modal features are hierarchically fused and fine-tuned to enhance emotion recognition. Experiments on DEAP and DREAMER datasets demonstrate PhysioSync’s advanced performance under unimodal and cross-modal conditions, highlighting its effectiveness for EEG-centered emotion recognition.","2329-924X","","10.1109/TCSS.2025.3602913","National Natural Science Foundation of China(grant numbers:U23A20294,62202139); Fundamental Research Funds for the Central Universities(grant numbers:JZ2025HGTB0226); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11199963","Contrastive-learning;electroencephalography (EEG)-based emotion recognition;multimodal fusion","Electroencephalography;Contrastive learning;Physiology;Emotion recognition;Synchronization;Feature extraction;Brain modeling;Signal resolution;Semantics;Videos","","4","","66","IEEE","10 Oct 2025","April 2026","","IEEE","IEEE Journals"
"Driver Sleepiness Classification Based on Physiological Data and Driving Performance From Real Road Driving","H. Mårtensson; O. Keelan; C. Ahlström","Department of Biomedical Engineering, Linköping University, Linköping, Sweden; Department of Biomedical Engineering, Linköping University, Linköping, Sweden; Swedish National Road and Transport Research Institute, Linköping, Sweden",IEEE Transactions on Intelligent Transportation Systems,"31 Jan 2019","2019","20","2","421","430","The objective of this paper is to investigate if signal analysis and machine learning can be used to develop an accurate sleepiness warning system. The developed system was trained using the supposedly most reliable sleepiness indicators available, extracted from electroencephalography, electrocardiography, electrooculography, and driving performance data (steering behavior and lane positioning). Sequential forward floating selection was used to select the most descriptive features, and five different classifiers were tested. A unique data set with 86 drivers, obtained while driving on real roads in real traffic, both in alert and sleep deprived conditions, was used to train and test the classifiers. Subjective ratings using the Karolinska sleepiness scale (KSS) was used to split the data as sufficiently alert (KSS ≤ 6) or sleepy (KSS ≥ 8). KSS = 7 was excluded to get a clearer distinction between the groups. A random forest classifier was found to be the most robust classifier with an accuracy of 94.1% (sensitivity 86.5%, specificity 95.7%). The results further showed the importance of personalizing a sleepiness detection system. When testing the classifier on data from a person that it had not been trained on, the sensitivity dropped to 41.4%. One way to improve the sensitivity was to add a biomathematical model of sleepiness amongst the features, which increased the sensitivity to 66.2% for participant-independent classification. Future works include taking contextual features into account, using classifiers that takes full advantage of sequential data, and to develop models that adapt to individual drivers.","1558-0016","","10.1109/TITS.2018.2814207","Swedish Innovation Agency through the FFI Program; Competence Centre Virtual Prototyping and Assessment by Simulation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8331164","Driver sleepiness;feature selection;classification;real driving","Sleep;Feature extraction;Vehicles;Electroencephalography;Electrocardiography;Roads;Electrooculography","","93","","78","IEEE","4 Apr 2018","Feb. 2019","","IEEE","IEEE Journals"
"Passivity-based neural network adaptive output feedback control for nonlinear nonnegative dynamical systems","T. Hayakawa; W. M. Haddad; J. M. Bailey; N. Hovakimyan","Japan Science and Technology Agency, Saitama, Japan; School of Aerospace Engineering, Georgia Institute of Technology, Atlanta, GA, USA; Department of Anesthesiology, Northeast Georgia Medical Center, Gainesville, GA, USA; Department of Aerospace and Ocean Engineering, Virginia Polytechnic Institute and State University, Blacksburg, VA, USA",IEEE Transactions on Neural Networks,"7 Mar 2005","2005","16","2","387","398","The potential clinical applications of adaptive neural network control for pharmacology in general, and anesthesia and critical care unit medicine in particular, are clearly apparent. Specifically, monitoring and controlling the depth of anesthesia in surgery is of particular importance. Nonnegative and compartmental models provide a broad framework for biological and physiological systems, including clinical pharmacology, and are well suited for developing models for closed-loop control of drug administration. In this paper, we develop a neural adaptive output feedback control framework for adaptive set-point regulation of nonlinear uncertain nonnegative and compartmental systems. The proposed framework is Lyapunov-based and guarantees ultimate boundedness of the error signals corresponding to the physical system states and the neural network weighting gains. The approach is applicable to nonlinear nonnegative systems with unmodeled dynamics of unknown dimension and guarantees that the physical system states remain in the nonnegative orthant of the state-space for nonnegative initial conditions. Finally, a numerical example involving the infusion of the anesthetic drug midazolam for maintaining a desired constant level of depth of anesthesia for noncardiac surgery is provided to demonstrate the efficacy of the proposed approach.","1941-0093","","10.1109/TNN.2004.841782","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1402500","Adaptive control;automated anesthesia;bispectral index (BIS);electroencephalography;exponential passivity;neural networks;nonlinear nonnegative systems;nonnegative control;output feedback","Neural networks;Adaptive systems;Programmable control;Adaptive control;Output feedback;Nonlinear control systems;Control systems;Medical control systems;Anesthesia;Surgery","Adaptation, Physiological;Feedback;Neural Networks (Computer);Nonlinear Dynamics","44","","34","IEEE","7 Mar 2005","March 2005","","IEEE","IEEE Journals"
"Automatic Identification of Epileptic Seizures From EEG Signals Using Sparse Representation-Based Classification","S. Sheykhivand; T. Y. Rezaii; Z. Mousavi; A. Delpak; A. Farzamnia","Biomedical Engineering Department, Faculty of Electrical and Computer Engineering, University of Tabriz, Tabriz, Iran; Biomedical Engineering Department, Faculty of Electrical and Computer Engineering, University of Tabriz, Tabriz, Iran; Department of Mechanical Engineering, Faculty of Mechanical Engineering, University of Tabriz, Tabriz, Iran; Neurosciences Research Center, Tabriz University of Medical Sciences, Tabriz, Iran; Faculty of Engineering, Universiti Malaysia Sabah, Kota Kinabalu, Malaysia",IEEE Access,"4 Aug 2020","2020","8","","138834","138845","Identifying seizure activities in non-stationary electroencephalography (EEG) is a challenging task since it is time-consuming, burdensome, and dependent on expensive human resources and subject to error and bias. A computerized seizure identification scheme can eradicate the above problems, assist clinicians, and benefit epilepsy research. So far, several attempts were made to develop automatic systems to help neurophysiologists accurately identify epileptic seizures. In this research, a fully automated system is presented to automatically detect the various states of the epileptic seizure. This study is based on sparse representation-based classification (SRC) theory and the proposed dictionary learning using electroencephalogram (EEG) signals. Furthermore, this work does not require additional preprocessing and extraction of features, which is common in the existing methods. This study reached the sensitivity, specificity, and accuracy of 100% in 8 out of 9 scenarios. It is also robust to the measurement noise of level as much as 0 dB. Compared to state-of-the-art algorithms and other common methods, our method outperformed them in terms of sensitivity, specificity, and accuracy. Moreover, it includes the most comprehensive scenarios for epileptic seizure detection, including different combinations of 2 to 5 class scenarios. The proposed automatic identification of epileptic seizures method can reduce the burden on medical professionals in analyzing large data through visual inspection as well as in deprived societies suffering from a shortage of functional magnetic resonance imaging (fMRI) equipment and specialized physician.","2169-3536","","10.1109/ACCESS.2020.3011877","Research and Innovation Management Center (PPPI) and the Faculty of Engineering, Universiti Malaysia Sabah (UMS); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9149613","EEG;epilepsy;seizure;sparse representation-based classification;dictionary learning","Electroencephalography;Machine learning;Feature extraction;Epilepsy;Dictionaries;Classification algorithms;Matching pursuit algorithms","","24","","52","CCBY","27 Jul 2020","2020","","IEEE","IEEE Journals"
"High-Order Graphical Topology Analysis of Brain Functional Connectivity Networks Using fMRI","Q. Ling; A. Liu; Y. Li; T. Mi; P. Chan; B. T. Thomas Yeo; X. Chen","Department of Electronic Engineering and Information Science, University of Science and Technology of China, Hefei, China; Department of Electronic Engineering and Information Science, University of Science and Technology of China, Hefei, China; Department of Electronic Engineering and Information Science, University of Science and Technology of China, Hefei, China; Department of Neurology, Neurobiology and Geriatrics, Xuanwu Hospital of Capital Medical University,Beijing Institute for Brain Disorders, Beijing, China; Department of Neurology, Neurobiology and Geriatrics, Xuanwu Hospital of Capital Medical University,Beijing Institute for Brain Disorders, Beijing, China; Department of Electrical and Computer Engineering, National University of Singapore, Queenstown, Singapore; Department of Electronic Engineering and Information Science, University of Science and Technology of China, Hefei, China",IEEE Transactions on Neural Systems and Rehabilitation Engineering,"5 May 2025","2025","33","","1611","1620","The brain connectivity network can be represented as a graph to reveal its intrinsic topological properties. While classical graph theory provides a powerful framework for examining brain connectivity patterns, it often focuses on low-order graphical indicators and pays less attention to high-order topological metrics, which are crucial to the comprehensive understanding of brain topology. In this paper, we capture high-order topological features via a graphical topology analysis framework for brain connectivity networks derived from functional Magnetic Resonance Imaging (fMRI). Several high-order metrics are examined across varying sparsity levels of binary graphs to trace the evolution of brain networks. Topological phase transitions are primarily investigated that reflect brain criticality, and a novel indicator called “redundant energy” is proposed to measure the chaos level of the brain. Extensive experiments on diverse datasets from healthy controls validate the reproducibility and generalizability of our framework. The results demonstrate that around critical points, classical graph theoretical indicators change sharply, driven by crucial brain regions that have high node curvatures. Further investigations on fMRI of subjects with and without Parkinson’s disease uncover significant alterations in high-order topological features which are further associated with the severity of the disease. This study provides a fresh perspective on studying topological architectures of the brain, with the potential to expand our comprehension on brain function in both healthy and diseased states.","1558-0210","","10.1109/TNSRE.2025.3564293","National Natural Science Foundation of China(grant numbers:W2432042,82272070,62301344); China Scholarship Council(grant numbers:202406340108); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10977007","Brain connectivity network;fMRI;graph theory;topology analysis;Parkinson’s disease","Functional magnetic resonance imaging;Network topology;Diseases;Topology;Entropy;Organizations;Ethics;Biomedical imaging;Time series analysis;Surface reconstruction","Humans;Magnetic Resonance Imaging;Brain;Algorithms;Nerve Net;Reproducibility of Results;Male;Brain Mapping;Female;Adult;Parkinson Disease;Neural Pathways;Middle Aged","3","","50","CCBYNCND","25 Apr 2025","2025","","IEEE","IEEE Journals"
"Electroencephalographic Signature of Out-of-Body Experiences Induced by Virtual Reality: A Novel Methodological Approach","C. Martial; H. Cassol; M. Slater; P. Bourdin; A. Mensen; R. Oliva; S. Laureys; P. Núñez","University of Liège, Belgium; University of Liège, Belgium; University of Barcelona, Spain; University of Barcelona, Spain; University of Bern, Switzerland; University of Barcelona, Spain; University of Liège, Belgium; University of Liège, Belgium",Journal of Cognitive Neuroscience,"30 Oct 2023","2023","35","9","1410","1422","Out-of-body experiences (OBEs) are subjective experiences of seeing one's own body and the environment from a location outside the physical body. They can arise spontaneously or in specific conditions, such as during the intake of dissociative drug. Given its unpredictable occurrence, one way to empirically study it is to induce subjective experiences resembling an OBE using technology such as virtual reality. We employed a complex multisensory method of virtual embodiment in a virtual reality scenario with seven healthy participants to induce virtual OBE-like experiences. Participants performed two conditions in a randomly determined order. For both conditions, the participant's viewpoint was lifted out of the virtual body toward the ceiling of the virtual room, and real body movements were (visuo-tactile ON condition) or were not (visuo-tactile OFF condition) translated into movements on the virtual body below—the latter aiming to maintain a feeling of connection with the virtual body. A continuous 128-electrode EEG was recorded. Participants reported subjective experiences of floating in the air and of feeling high up in the virtual room at a strong intensity, but a weak to moderate feeling of being “out of their body” in both conditions. The EEG analysis revealed that this subjective experience was associated with a power shift that manifested in an increase of delta and a decrease of alpha relative power. A reduction of theta complexity and an increase of beta-2 connectivity were also found. This supports the growing body of evidence revealing a prominent role of delta activity during particular conscious states.","0898-929X","","10.1162/jocn_a_02011","The University and University Hospital of Liège; Fundação Bial; Belgian National Funds for Scientific Research (FRS-FNRS); Human Brain Project SGA3(grant numbers:945539); Fonds De La Recherche Scientifique - FNRS; PDR Project(grant numbers:T.0134.21); ERA-Net FLAG-ERA JTC2021 Project ModelDXConsciousness (Human Brain Project Partnering Project); Generet Fund; Koning Boudewijnstichting; Télévie Foundation; European Space Agency (ESA); Belgian Federal Science Policy Office (BELSPO); Fondazione Europea di Ricerca Biomedica; Mind Science Foundation; European Commission; Fondation Leon Fredericq; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10302023","","","","2","","","","30 Oct 2023","1 Sept. 2023","","MIT Press","MIT Press Journals"
"DC-ASTGCN: EEG Emotion Recognition Based on Fusion Deep Convolutional and Adaptive Spatio-Temporal Graph Convolutional Networks","X. Yang; Z. Zhu; G. Jiang; D. Wu; A. He; J. Wang","School of Computer Science and Technology, China University of Mining and Technology, Xuzhou, China; School of Computer Science and Technology, China University of Mining and Technology, Xuzhou, China; School of Computer Science and Technology, China University of Mining and Technology, Xuzhou, China; School of Computer Science and Technology, China University of Mining and Technology, Xuzhou, China; School of Electronic Science and Engineering, Nanjing University, Nanjing, China; Smart Health Big Data Analysis and Location Services Engineering Research Center of Jiangsu Province, School of Geographic and Biologic Information, Nanjing University of Posts and Telecommunications, Nanjing, China",IEEE Journal of Biomedical and Health Informatics,"4 Apr 2025","2025","29","4","2471","2483","Thanks to advancements in artificial intelligence and brain-computer interface (BCI) research, there has been increasing attention towards emotion recognition techniques based on electroencephalogram (EEG) recently. The complexity of EEG data poses a challenge when it comes to accurately classifying emotions by integrating time, frequency, and spatial domain features. To address this challenge, this paper proposes a fusion model called DC-ASTGCN, which combines the strengths of deep convolutional neural network (DCNN) and adaptive spatio-temporal graphic convolutional neural network (ASTGCN) to comprehensively analyze and understand EEG signals. The DCNN focuses on extracting frequency-domain and local spatial features from EEG signals to identify brain region activity patterns, while the ASTGCN, with its spatio-temporal attention mechanism and adaptive brain topology layer, reveals the functional connectivity features between brain regions in different emotional states. This integration significantly enhances the model's ability to understand and recognize emotional states. Extensive experiments conducted on the DEAP and SEED datasets demonstrate that the DC-ASTGCN model outperforms existing state-of-the-art methods in terms of emotion recognition accuracy.","2168-2208","","10.1109/JBHI.2024.3449083","Xuzhou Key Research and Development Program(grant numbers:KC21304); National Natural Science Foundation of China(grant numbers:62176258); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10666790","Adaptive spatio-temporal graphic convolutional neural network (ASTGCN);deep convolutional neural network (DCNN);EEG;emotion recognition","Electroencephalography;Brain modeling;Emotion recognition;Feature extraction;Long short term memory;Convolutional neural networks","Humans;Electroencephalography;Emotions;Neural Networks, Computer;Signal Processing, Computer-Assisted;Brain;Brain-Computer Interfaces;Deep Learning;Adult","17","","58","IEEE","5 Sep 2024","April 2025","","IEEE","IEEE Journals"
"Riemannian Distances for Signal Classification by Power Spectral Density","Y. Li; K. M. Wong","Department of Electrical and Computer Engineering, McMaster University, Hamilton, ONT, Canada; Department of Electrical and Computer Engineering, McMaster University, Hamilton, ONT, Canada",IEEE Journal of Selected Topics in Signal Processing,"15 Jul 2013","2013","7","4","655","669","Signal classification is an important issue in many branches of science and engineering. In signal classification, a feature of the signals is often selected for similarity comparison. A distance metric must then be established to measure the dissimilarities between different signal features. Due to the natural characteristics of dynamic systems, the power spectral density (PSD) of a signal is often used as a feature to facilitate classification. We reason in this paper that PSD matrices have structural constraints and that they describe a manifold in the signal space. Thus, instead of the widely used Euclidean distance (ED), a more appropriate measure is the Riemannian distance (RD) on the manifold. Here, we develop closed-form expressions of the RD between two PSD matrices on the manifold and study some of the properties. We further show how an optimum weighting matrix can be developed for the application of RD to signal classification. These new distance measures are then applied to the classification of electroencephalogram (EEG) signals for the determination of sleep states and the results are highly encouraging.","1941-0484","","10.1109/JSTSP.2013.2260320","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6509394","Power spectral density;Riemannian distance;Riemannian manifolds;signal classification","Manifolds;Measurement;Vectors;Closed-form solutions;Eigenvalues and eigenfunctions;Feature extraction;Libraries","","60","2","54","IEEE","26 Apr 2013","Aug. 2013","","IEEE","IEEE Journals"
"CFBC: A Network for EEG Emotion Recognition by Selecting the Information of Crucial Frequency Bands","M. Zhu; Z. Bai; Q. Wu; J. Wang; W. Xu; Y. Song; Q. Gao","Tianjin Key Laboratory for Control Theory and Applications in Complicated Systems, School of Electrical Engineering and Automation, Tianjin University of Technology, Tianjin, China; Tianjin Key Laboratory for Control Theory and Applications in Complicated Systems, School of Electrical Engineering and Automation, Tianjin University of Technology, Tianjin, China; Tianjin Key Laboratory for Control Theory and Applications in Complicated Systems, School of Electrical Engineering and Automation, Tianjin University of Technology, Tianjin, China; Tianjin Key Laboratory for Control Theory and Applications in Complicated Systems, School of Electrical Engineering and Automation, Tianjin University of Technology, Tianjin, China; Tianjin Key Laboratory for Control Theory and Applications in Complicated Systems, School of Electrical Engineering and Automation, Tianjin University of Technology, Tianjin, China; Tianjin Key Laboratory for Control Theory and Applications in Complicated Systems, School of Electrical Engineering and Automation, Tianjin University of Technology, Tianjin, China; Tianjin Key Laboratory for Control Theory and Applications in Complicated Systems, TUT Maritime College, Tianjin University of Technology, Tianjin, China",IEEE Sensors Journal,"2 Oct 2024","2024","24","19","30451","30461","In this work, inspired by the frequency band division theory of electroencephalogram (EEG) signals, we propose the crucial frequency band convolution (CFBC) network method to explore the crucial frequency range of frequency domain features. CFBC includes two parts: spatial feature extractor and crucial frequency band selector. First, we extracted differential entropy (DE) and power spectral density (PSD) features from the frequency domain of each EEG channel by different frequency bands. To avoid the loss of effective spatial information in processing, we interpolate the EEG feature maps by the relative location of electrodes. The spatial feature extractor captures spatial information using channel-by-channel convolution with the 2-D EEG feature maps containing electrode position information. The crucial frequency band selector performs causal dilated convolution for the selected frequency band sequence so that the features contained in different frequency bands are stacked into a feature vector. Finally, CFBC realizes the purpose of combining multiple selected frequency bands to extract the cross-frequency band feature vector. To evaluate the proposed method, we conducted a subject-dependent EEG emotion recognition experiment in the SEED dataset. The experimental result shows that the selection of a frequency band has an impact on the emotion classification effect of frequency domain features.","1558-1748","","10.1109/JSEN.2024.3440340","National Natural Science Foundation of China(grant numbers:62103299); Tianjin University of Technology Education Foundation(grant numbers:TJ22-01); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10639352","Crucial frequency band selector;electroencephalography (EEG);emotion recognition;spatial feature extractor;spatial-frequency feature","Feature extraction;Electroencephalography;Emotion recognition;Frequency conversion;Frequency-domain analysis;Convolutional neural networks;Brain modeling","","7","","48","IEEE","19 Aug 2024","1 Oct.1, 2024","","IEEE","IEEE Journals"
"Development and Validation of an EEG-Based Real-Time Emotion Recognition System Using Edge AI Computing Platform With Convolutional Neural Network System-on-Chip Design","W. -C. Fang; K. -Y. Wang; N. Fahier; Y. -L. Ho; Y. -D. Huang","Department of Electronics Engineering, National Chiao Tung University, Hsinchu, Taiwan; Department of Electronics Engineering, National Chiao Tung University, Hsinchu, Taiwan; Department of Electronics Engineering, National Chiao Tung University, Hsinchu, Taiwan; Department of Electronics Engineering, National Chiao Tung University, Hsinchu, Taiwan; Department of Electronics Engineering, National Chiao Tung University, Hsinchu, Taiwan",IEEE Journal on Emerging and Selected Topics in Circuits and Systems,"11 Dec 2019","2019","9","4","645","657","This study proposed an electroencephalogram (EEG)-based real-time emotion recognition hardware system architecture based on multiphase convolutional neural network (CNN) algorithm implemented on a 28-nm technology chip and on field programmable gate array (FPGA) for binary and quaternary classification. Sample entropy, differential asymmetry, short-time Fourier transform, and a channel reconstruction method were used for emotion feature extraction. In this work, six EEG channels were selected (FP1, FP2, F3, F4, F7, and F8), and EEG images were generated from spectrogram fusions. The complete CNN architecture included training and acceleration for efficient artificial intelligence (AI) edge application, and we proposed a multiphase CNN execution method to accommodate hardware resource constraints. Datasets of 32 subjects from the DEAP database were used to validate the proposed design, exhibiting mean accuracies for valance binary classification and valance-arousal quaternary classification of 83.36% and 76.67%, respectively. The core area and total power consumption of the CNN chip were 1.83 x 1.83 mm2, respectively, and 76.61 mW. The chip operation was validated using ADVANTEST V93000 PS1600, and the training process and real-time classification processing time took 0.12495 ms and 0.02634 ms for each EEG image, respectively. The proposed EEG-based realtime emotion recognition system included a dry electrode EEG headset, feature extraction processor, CNN chip platform, and graphical user interface, and the execution time costed 450 ms for each emotional state recognition.","2156-3365","","10.1109/JETCAS.2019.2951232","Ministry of Science and Technology, Taiwan; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8890664","Emotion recognition;convolutional neural network (CNN);system-on-chip;electroencephalography;affective computing","Electroencephalography;Emotion recognition;Real-time systems;Artificial intelligence;Feature extraction;Convolutional neural networks;System-on-chip","","73","","32","IEEE","4 Nov 2019","Dec. 2019","","IEEE","IEEE Journals"
"Discrimination of Driver Fatigue Based on Distortion Energy Density Theory and Multiple Physiological Signals","L. Wang; H. Wang; J. Liu","Department of Mechanical Engineering, Shenyang Institute of Engineering, Shenyang, China; School of Mechanical Engineering and Automation, Northeastern University, Shenyang, China; Department of Mechanical Engineering, Shenyang Institute of Engineering, Shenyang, China",IEEE Access,"16 Nov 2021","2021","9","","151824","151833","Driver fatigue is an important contributor to traffic accidents, and driver fatigue is significant for the safety of people’s lives. Aiming to prevent traffic accidents caused by driver fatigue, a series of real driving experiments was carried out in the present work. First, based on an analysis with respect to distortion energy density (DED) theory and the experimental results, the upper trapezius at 6th neck vertebrae is more sensitive to driver fatigue and easier to fatigue than that at 7th neck vertebrae in a real driving. And then 2 cm from the 6th vertebrae on both sides were selected as the locations of data acquisition for electromyography (EMG) signal. The experimental results show that the approximate entropy (ApEn) from the electroencephalography (EEG), EMG, and respiration (RESP) signals decreases with increasing driving time, indicating that the degree of fatigue increases. After approximately 90 min, the rate of decrease in ApEn becomes slow, indicating deeper driver fatigue. According to three-D analysis, principal component analysis, and fuzzy C-means clustering analysis, the EEG-EMG combination effectively reflects the state of drivers. Finally, the ApEns from EEG and EMG were selected as independent variables, and a discriminant model of driver fatigue based on Mahalanobis distance theory was built. The accuracy of the model is up to 90.92% by 10-fold cross validation. The reasons for the high accuracy are the reasonable selection of the locations of EMG data acquisition and better degree of discrimination of EEG and EMG. The main contributions of this study are to provide a theoretical foundation for establishing internationally recognized standard locations for neck EMG data acquisition, and to provide a feasible method for discriminating driver fatigue in real driving tasks.","2169-3536","","10.1109/ACCESS.2021.3125052","National Natural Science Foundation of China(grant numbers:NSFC 62001312); Initiation Foundation of Doctoral Research of Liaoning(grant numbers:2019-BS-172); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9599716","Discriminant model of driver fatigue;distortion energy density (DED) theory;multiple physiological signals;approximate entropy","Fatigue;Vehicles;Electromyography;Physiology;Electroencephalography;Task analysis;Brain modeling","","4","","53","CCBY","2 Nov 2021","2021","","IEEE","IEEE Journals"
